out/timetest09_snaq.out:Elapsed time: 34831
out/timetest10_snaq.out:Elapsed time: 29394
out/timetest11_snaq.out:Elapsed time: 67926
out/timetest12_snaq.out:Elapsed time: 18935
out/timetest13_snaq.out:Elapsed time: 31456
out/timetest01_snaq.out:Elapsed time: 16688
out/timetest02_snaq.out:Elapsed time: 37137
out/timetest03_snaq.out:Elapsed time: 12630
out/timetest04_snaq.out:Elapsed time: 21942
out/timetest05_snaq.out:Elapsed time: 23949
out/timetest06_snaq.out:Elapsed time: 39287
out/timetest07_snaq.out:Elapsed time: 29822
out/timetest08_snaq.out:Elapsed time: 51589
out/timetest09_snaq.out:Elapsed time: 34831
out/timetest10_snaq.out:Elapsed time: 29394
out/timetest11_snaq.out:Elapsed time: 67926
out/timetest12_snaq.out:Elapsed time: 18935
out/timetest13_snaq.out:Elapsed time: 31456
